"","n_sims","n","n_int","null_rate","alt_rate","alpha_final","alpha_int","a_cntl","b_cntl","a_exp","b_exp","seed","power_s1","power_s2","power_s00","power_s01","power_s10","power_s11","type_I_s1","type_I_s2","type_I_s00","type_I_s01","type_I_s10","type_I_s11"
"1",10000,750,300,0.095,0.0475,0.05,0.3,5.788,48.5,0.5,0.5,91212946,0.0054,0.135900000000001,0.863599999999921,0.131000000000002,5e-04,0.0049,0.274799999999986,0.949899999999912,0.0493000000000004,0.675899999999942,8e-04,0.273999999999986
